FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE,W/L
45,96,46.9,17,32,53.1,10,14,71.4,11,33,44,25,5,0,8,21,2,118.2,115,3.2,55.6,3.13,20.4,79.5,46.9,8.1,55.7,57.3,99.5,47.9,1
42,93,45.2,12,33,36.4,21,23,91.3,6,43,49,22,5,4,11,29,2,111.4,109.5,1.9,52.4,2,19.6,75.4,49.1,10.5,51.6,56.7,105,49.1,1
42,80,52.5,11,32,34.4,30,32,93.8,4,33,37,29,10,3,18,24,13,115.7,103.7,12,69,1.61,18.4,75.5,50.6,16.7,59.4,66.4,108,61.6,1
35,87,40.2,11,32,34.4,24,25,96,9,34,43,26,3,5,14,16,-16,105,121,-16,74.3,1.86,24.5,78.3,49.5,14,46.6,53.6,100,43.2,0
47,85,55.3,19,43,44.2,27,31,87.1,8,39,47,30,6,4,15,23,9,133.3,124.8,8.6,63.8,2,25,83.3,56.8,14.3,66.5,71,105,56.9,1
45,91,49.5,19,42,45.2,18,19,94.7,15,32,47,29,9,4,13,22,10,128.3,118.2,10.1,64.4,2.23,34.8,70.2,52.7,13.1,59.9,63.9,99,55.1,1
39,85,45.9,15,39,38.5,21,25,84,6,29,35,30,6,6,18,22,-9,106.5,113.9,-7.3,76.9,1.67,18.4,75,46.4,16.8,54.7,59.4,107.5,48.2,0
34,83,41,12,29,41.4,19,23,82.6,8,32,40,24,3,5,20,25,-16,101,116.2,-15.1,70.6,1.2,29.4,70.6,50,20.4,48.2,53.2,98.5,36.7,0
45,75,60,9,23,39.1,12,17,70.6,5,33,38,31,9,5,18,14,-2,116.8,118.9,-2.1,68.9,1.72,22.6,71.4,52.5,18.9,66,67.3,95,54.3,0
34,87,39.1,9,34,26.5,15,18,83.3,14,34,48,29,8,3,16,17,-10,95.8,106.3,-10.4,85.3,1.81,31.5,72.3,50.5,16.7,44.3,48.5,96,47.7,0
49,87,56.3,12,20,60,21,24,87.5,11,27,38,33,10,1,15,31,20,131,111,20,67.3,2.2,37.5,73,54.5,15,63.2,67.1,100,60.5,1
38,86,44.2,10,30,33.3,26,31,83.9,17,30,47,26,10,4,21,23,8,108.7,100,8.7,68.4,1.24,38,66.7,52,20.4,50,56.2,103.5,58.8,1
38,92,41.3,6,34,17.6,19,23,82.6,10,24,34,29,12,3,17,23,-17,96.2,111.3,-15.1,76.3,1.71,23.2,66.7,41.1,16.2,44.6,49.5,105.5,39.3,0
42,91,46.2,14,37,37.8,14,15,93.3,8,32,40,25,14,4,14,21,6,110.9,103.9,7,59.5,1.79,24,85,51.1,13.9,53.8,57.4,101.5,51.4,1
32,76,42.1,11,31,35.5,25,31,80.6,3,26,29,26,7,2,13,19,-25,101,125,-24,81.3,2,8.3,58.8,34.3,13.1,49.3,55.8,99.5,39.1,0
38,87,43.7,9,32,28.1,23,23,100,11,30,41,25,7,4,14,18,-9,111.3,119.4,-8,65.8,1.79,30.6,75,50.6,14.4,48.9,55.6,97.5,47.1,0
43,77,55.8,15,31,48.4,26,27,96.3,10,41,51,29,10,9,23,15,36,127,90.1,36.9,67.4,1.26,34.3,74.1,59.1,23,65.6,71.4,100.5,75.9,1
42,77,54.5,12,26,46.2,12,15,80,7,30,37,29,4,5,16,21,-8,117.4,124.7,-7.3,69,1.81,18.9,64.2,45.6,17.4,62.3,64.6,92.5,47,0
39,90,43.3,6,17,35.3,13,18,72.2,14,29,43,23,7,6,16,21,-22,97,119,-22,59,1.44,30.8,66.7,48,16,46.7,49.5,100,41.1,0
41,104,39.4,6,23,26.1,20,23,87,15,34,49,20,8,3,10,24,-21,101.9,119.4,-17.6,48.8,2,29.2,64.3,45.5,9.4,42.3,47.3,107,39.5,0
36,76,47.4,9,24,37.5,26,29,89.7,11,29,40,20,6,6,20,25,-4,109.2,112.1,-2.9,55.6,1,31.7,56.4,45.8,20.4,53.3,60.3,98.5,47.7,0
51,86,59.3,12,28,42.9,19,21,90.5,8,31,39,34,10,4,13,25,29,134.3,103,31.4,66.7,2.62,22.9,70.2,50,13.1,66.3,69.8,100,65.6,1
35,92,38,11,29,37.9,28,35,80,12,30,42,23,14,7,18,27,-5,97.3,101.8,-4.5,65.7,1.28,27.6,72.7,47.1,16.1,44,50.7,112,44.9,0
39,84,46.4,8,29,27.6,17,21,81,10,32,42,25,6,4,14,27,4,108.4,103.1,5.3,64.1,1.79,27.1,71.7,48.9,14.7,51.2,55.2,95.5,50,1
30,84,35.7,4,20,20,23,26,88.5,9,35,44,13,7,3,13,20,-25,90.6,115.5,-24.8,43.3,1,26.3,86.4,52.5,13.5,38.1,45.6,96.5,33.5,0
42,80,52.5,8,22,36.4,26,30,86.7,8,35,43,26,3,3,14,19,-2,120.4,122.4,-2,61.9,1.86,28.2,77.8,54.8,14.3,57.5,63.3,98,50,0
42,89,47.2,13,31,41.9,26,30,86.7,10,42,52,27,6,6,15,16,4,115,111.2,3.7,64.3,1.8,26.5,80,54.8,14,54.5,60.2,107,54.1,1
47,92,51.1,12,30,40,15,18,83.3,14,39,53,31,11,4,19,22,23,115.2,93.3,21.9,66,1.63,34,75.4,56.7,18.1,57.6,60.5,105,64.4,1
40,87,46,4,20,20,26,32,81.3,10,30,40,20,9,6,12,19,-13,105.8,119.4,-13.6,50,1.67,24.5,66.7,45.4,11.5,48.3,54.4,103.5,47.2,0
41,82,50,7,21,33.3,11,18,61.1,12,39,51,22,8,5,18,19,8,103.1,95.8,7.3,53.7,1.22,33.3,75.5,56.1,18.6,54.3,55.6,96.5,56.7,1
33,79,41.8,9,28,32.1,23,26,88.5,9,35,44,19,10,8,15,21,4,102.1,98.9,3.1,57.6,1.27,25,65,47.2,15.6,47.5,54.2,95.5,57.6,1
37,77,48.1,11,35,31.4,18,22,81.8,6,35,41,24,4,2,19,25,-11,102,112.9,-10.9,64.9,1.26,16.7,72.9,46.7,18.8,55.2,59.4,101,47.8,0
43,95,45.3,6,26,23.1,22,26,84.6,12,34,46,25,7,4,10,19,-7,110.7,116.3,-5.7,58.1,2.5,25.5,85.7,51.5,9.7,48.4,53.6,103.5,46.3,0
42,90,46.7,10,28,35.7,26,33,78.8,9,39,48,28,7,3,10,25,8,115.4,107.7,7.7,66.7,2.8,24.5,71.4,48.6,9.6,52.2,57.4,104,56.4,1
42,86,48.8,6,23,26.1,17,23,73.9,11,36,47,32,7,3,15,28,-10,105.9,115.8,-9.9,76.2,2.13,25.5,70.4,49.5,14.9,52.3,55.7,101,47.8,0
44,92,47.8,13,23,56.5,21,22,95.5,10,34,44,29,6,4,11,17,6,124.5,117.2,7.3,65.9,2.64,30.6,70.9,51.9,11.2,54.9,60,98.5,54.8,1
45,86,52.3,9,26,34.6,13,15,86.7,7,33,40,30,10,2,14,21,2,114.3,113.4,0.9,66.7,2.14,26.2,76.1,52.3,14.3,57.6,60.5,97.5,56,1
35,75,46.7,7,33,21.2,19,24,79.2,11,38,49,22,6,1,27,21,-9,94.1,102.9,-8.8,62.9,0.81,27.9,74.5,54.1,26.5,51.3,56.1,102,46,0
42,87,48.3,13,37,35.1,14,18,77.8,9,29,38,29,10,0,17,19,-2,109.9,111.9,-2,69,1.71,25.5,81.1,50,16.8,55.7,58.5,101,47.8,0
47,91,51.6,8,28,28.6,23,30,76.7,10,31,41,26,5,1,10,18,-14,122.5,136.3,-13.7,55.3,2.6,29.8,85.4,55.7,9.8,56,60,102,46.8,0
38,87,43.7,11,32,34.4,21,23,91.3,12,25,37,26,9,4,16,29,-18,110.2,128.6,-18.4,68.4,1.63,34,65.9,48.4,16.3,50,55.6,98,40.5,0
41,102,40.2,10,35,28.6,7,10,70,16,34,50,30,11,3,20,23,-21,93.4,113.2,-19.8,73.2,1.5,33.3,78.7,52.7,18.9,45.1,46.5,106,39.1,0
41,90,45.6,12,34,35.3,16,19,84.2,11,33,44,31,11,5,21,21,-1,105.8,106.7,-1,75.6,1.48,32,77.8,53.7,20.2,52.2,55.9,104,52.9,0
45,103,43.7,10,40,25,19,26,73.1,6,53,59,29,5,5,10,24,-2,101.7,103.4,-1.7,64.4,2.9,16.1,79.4,49.2,8.5,48.5,52,105.96,51.1,0
37,93,39.8,9,34,26.5,25,30,83.3,8,36,44,29,6,4,12,20,-7,101.9,106.5,-4.6,78.4,2.42,19.7,75,44,11.3,44.6,50.8,107,47.1,0
47,95,49.5,16,40,40,15,19,78.9,12,30,42,31,5,5,9,23,16,125,109,16,66,3.44,30,65.3,47.5,9,57.9,60.5,100,58.8,1
40,96,41.7,11,35,31.4,18,28,64.3,13,38,51,29,4,3,16,25,-6,101.9,106.5,-4.6,72.5,1.81,28.3,74.1,50,15,47.4,50.3,107.5,46.4,0
50,106,47.2,14,36,38.9,25,27,92.6,19,32,51,30,16,6,18,29,7,119.8,112.8,7,60,1.67,34.5,73.9,51.9,15.5,53.8,59,105.51,53.2,1
43,88,48.9,15,33,45.5,13,20,65,8,21,29,36,10,0,13,20,-14,117.5,130.6,-13.1,83.7,2.77,28,62.2,42.5,13.4,57.4,58.9,97.5,43.7,0
39,88,44.3,9,42,21.4,22,30,73.3,9,28,37,30,12,7,8,21,5,107.9,104,3.9,76.9,3.75,19.2,68.1,42.4,7.9,49.4,53.9,100.5,52.5,1
41,93,44.1,13,38,34.2,18,25,72,11,36,47,29,3,3,10,29,-7,113,118.8,-5.8,70.7,2.9,25,74.5,48.6,10,51.1,54.3,100.5,46.4,0
48,93,51.6,15,38,39.5,21,24,87.5,12,28,40,29,7,6,15,21,-8,123.4,130.8,-7.5,60.4,1.93,29.8,76.9,51.2,14,59.7,63.7,107,46.3,0
41,82,50,12,35,34.3,10,12,83.3,7,29,36,25,4,2,12,18,-12,111.8,126.1,-14.3,61,2.08,19.5,60.8,42.4,12.9,57.3,59.6,92.5,47,0
33,96,34.4,10,35,28.6,24,26,92.3,12,44,56,22,9,3,7,17,2,99,96.1,2.9,66.7,3.14,22.2,77.2,48.3,6.9,39.6,46.5,101.5,51.9,1
40,86,46.5,13,31,41.9,28,32,87.5,9,29,38,28,10,3,14,19,-3,117.5,119.2,-1.8,70,2,25,68.2,45.7,13.6,54.1,60.5,103.5,50,0
38,89,42.7,12,36,33.3,28,34,82.4,14,25,39,24,11,4,12,20,-4,113.7,117.6,-3.9,63.2,2,31.5,75.7,49.5,11.8,49.4,55.8,102,45.8,0
33,82,40.2,10,36,27.8,9,12,75,8,37,45,22,7,6,19,17,-14,85.9,98,-12.2,66.7,1.16,16,72.2,45.2,19.2,46.3,48.7,100,44.3,0
41,85,48.2,15,39,38.5,31,38,81.6,7,32,39,32,6,2,20,24,16,114.3,100,14.3,78,1.6,21.7,67.3,46.5,17.9,57.1,62.9,112,55.6,1
43,91,47.3,16,38,42.1,13,17,76.5,6,33,39,32,3,4,11,22,-8,115,123,-8,74.4,2.91,20.4,72,46.5,11,56,58.4,100,45.6,0
52,99,52.5,19,42,45.2,15,19,78.9,5,37,42,37,8,7,7,17,26,129,104.7,24.3,71.2,5.29,20.8,79.2,50,6.5,62.1,64.3,107,61.3,1
37,84,44,11,32,34.4,23,31,74.2,10,30,40,22,4,3,15,21,-16,106.9,122.8,-15.8,59.5,1.47,27.5,79.5,50,14.9,50.6,55.3,101,41.7,0
41,77,53.2,11,28,39.3,21,27,77.8,5,35,40,24,6,5,20,24,5,107.5,103.8,3.7,58.5,1.2,17.9,75.5,51.1,18.9,60.4,64.1,105.5,57.8,1
44,88,50,14,34,41.2,12,16,75,4,28,32,26,9,2,17,20,9,111.8,102.9,8.8,59.1,1.53,23.9,68.1,46.2,16.7,58,60,102,51.5,1
44,96,45.8,15,36,41.7,18,21,85.7,13,32,45,33,12,4,17,22,11,113.1,102.8,10.3,75,1.94,30.9,77.6,52.9,15.9,53.6,57.5,107,54.9,1
33,80,41.3,13,34,38.2,16,23,69.6,3,37,40,23,7,3,16,31,-1,92.2,93.2,-1,69.7,1.44,9.6,77.1,42,15.5,49.4,52.7,103,47.2,0
43,86,50,17,43,39.5,27,34,79.4,9,40,49,32,9,3,16,34,8,123.8,117.3,6.5,74.4,2,29.2,75.5,53.5,15.2,59.9,64.4,104.5,56.8,1
34,86,39.5,8,28,28.6,31,32,96.9,10,44,54,25,5,1,18,35,-1,100.9,100,0.9,73.5,1.39,25,75,51.8,17,44.2,53.5,96.91,50.2,0
49,98,50,11,33,33.3,15,18,83.3,9,35,44,31,13,9,14,25,29,112.7,88,24.8,63.3,2.21,26,71.2,50.5,12.7,55.6,58.5,109,71.8,1
50,104,48.1,13,39,33.3,21,24,87.5,14,28,42,25,10,4,9,21,1,128.8,127.9,1,50,2.78,37.5,66,50.5,8.7,54.3,58.5,104,49.3,1
46,98,46.9,15,38,39.5,27,29,93.1,12,36,48,18,9,3,8,31,3,125.2,124.8,0.5,39.1,2.25,28.8,83.7,53.7,7.5,54.6,60.5,106,49.2,1
43,91,47.3,11,35,31.4,27,29,93.1,7,34,41,19,8,6,10,16,3,121.6,118.6,2.9,44.2,1.9,24,66,45.6,9.8,53.3,59.8,102,53.2,1
44,90,48.9,17,43,39.5,12,17,70.6,9,32,41,24,5,2,11,26,-5,115.8,120.8,-5,54.5,2.18,20.8,72.3,46.3,10.9,58.3,60,101,46.8,0
43,92,46.7,23,39,59,16,20,80,13,26,39,30,7,6,9,18,10,133,121.1,11.9,69.8,3.33,32,67.4,48.4,9.6,59.2,62,94.5,52,1
39,95,41.1,12,31,38.7,20,29,69,15,49,64,18,7,5,12,21,8,106.8,100,6.8,46.2,1.5,33.3,87.7,59.8,11.7,47.4,51,102.5,56.8,1
45,90,50,19,42,45.2,15,16,93.8,9,26,35,31,8,5,12,25,-4,125.3,132,-6.7,68.9,2.58,31.1,75.7,51.2,12.1,60.6,63.9,98,48.7,0
49,91,53.8,13,30,43.3,29,34,85.3,9,33,42,27,10,9,17,36,5,123.9,118.4,5.5,55.1,1.59,25,67.9,48.5,15,61,66.1,102.79,53.5,1
45,89,50.6,17,35,48.6,14,17,82.4,9,37,46,20,9,9,11,17,16,121,105,16,44.4,1.82,21.7,75.5,50.5,11,60.1,62.7,100,56.8,1
42,89,47.2,10,39,25.6,17,26,65.4,10,31,41,22,9,3,11,16,-12,111,124.2,-13.2,52.4,2,26.9,71.1,47.4,11,52.8,55.3,99.5,44.6,0
43,87,49.4,13,32,40.6,18,24,75,9,30,39,26,6,6,16,19,-10,118.2,128.3,-10.1,60.5,1.63,29.8,65.2,47.3,16.2,56.9,60,99,44.9,0
42,81,51.9,13,31,41.9,28,32,87.5,7,40,47,24,7,11,16,24,21,123.8,103,20.8,57.1,1.5,24.4,65.7,50,15.8,59.9,65.7,101,63.5,1
49,88,55.7,16,33,48.5,16,16,100,6,43,49,27,6,4,12,24,23,131.3,107,24.3,55.1,2.25,23.1,74.6,54.1,12.1,64.8,68.4,99.5,59,1
47,94,50,8,28,28.6,15,21,71.4,13,29,42,14,9,4,17,26,-12,112.5,124,-11.5,29.8,0.82,32.7,80.5,54.4,16.3,54.3,56.7,104,38.9,0
41,89,46.1,9,30,30,9,14,64.3,10,35,45,14,5,5,14,21,-6,101,108.2,-7.2,34.1,1,26.5,67.9,48,14.1,51.1,52.5,98.5,43,0
38,85,44.7,13,31,41.9,17,23,73.9,8,33,41,24,8,4,17,15,-12,103.9,114.6,-10.6,63.2,1.41,19.6,78.7,48,16.7,52.4,55.7,102.5,46.8,0
41,84,48.8,13,30,43.3,12,19,63.2,9,32,41,20,6,5,10,18,3,112.6,110.6,2,48.8,2,21.7,75.5,49.5,10.5,56.5,57.9,94.5,50.5,1
43,94,45.7,10,27,37,19,25,76,13,33,46,20,7,9,14,22,-13,111.7,123.1,-11.4,46.5,1.43,31.5,68.8,49,13.6,51.1,54.8,103.5,43.5,0
36,97,37.1,13,37,35.1,19,24,79.2,16,35,51,21,7,3,11,16,-7,101,107.8,-6.8,58.3,1.91,30.2,70.4,48.7,10.7,43.8,48.3,103,42.7,0
44,93,47.3,7,29,24.1,22,28,78.6,12,28,40,21,5,3,15,26,-21,109.3,129,-19.6,47.7,1.4,27.5,67.4,46.4,14,51.1,55.5,107,35.9,0
40,85,47.1,19,42,45.2,16,22,72.7,5,38,43,20,9,6,14,22,6,113.9,107.9,5.9,50,1.43,17.4,71.7,48.1,13.9,58.2,60.7,101,51.7,1
44,97,45.4,17,40,42.5,9,14,64.3,10,33,43,14,9,4,9,18,-3,112.9,117,-4.1,31.8,1.56,21.8,66,42.9,8.9,54.1,55.3,100.5,46.1,0
49,92,53.3,18,37,48.6,9,12,75,9,41,50,28,2,6,12,19,8,126.3,119.4,6.9,57.1,2.33,26.7,81.1,56.1,12.1,63,64.2,98.5,51.4,1
36,91,39.6,9,31,29,18,22,81.8,9,27,36,16,5,6,9,22,-28,100,129.6,-29.6,44.4,1.78,22.4,64.4,40.8,9.1,44.5,49.2,98.5,34.5,0
47,92,51.1,15,29,51.7,15,18,83.3,14,37,51,20,4,5,12,19,17,127.8,111.5,16.4,42.6,1.67,38.3,75.9,58.4,12.4,59.2,62,96.5,57.8,1
49,97,50.5,13,36,36.1,16,21,76.2,6,34,40,25,10,8,7,22,8,117.6,110.2,7.4,51,3.57,15.7,66.1,42.7,6.5,57.2,59.8,108,53.4,1
46,89,51.7,13,36,36.1,20,27,74.1,10,40,50,24,8,8,19,20,13,119,104.7,14.4,52.2,1.26,29.8,76.8,55.3,18.1,59,62,106,58.5,1
49,90,54.4,20,35,57.1,21,25,84,12,31,43,27,1,7,17,21,10,139,127.7,11.3,55.1,1.59,39.5,77.8,59.1,17,65.6,68.8,100.5,50.5,1
46,91,50.5,21,39,53.8,12,15,80,11,32,43,20,4,4,15,20,-8,125,133,-8,43.5,1.33,30.4,74,53.1,15,62.1,64,100,46.1,0
44,100,44,14,44,31.8,27,30,90,12,42,54,21,4,11,12,19,5,115.2,107.8,7.4,47.7,1.75,22.4,65.7,46.1,10.7,51,57,102.79,51.9,1
39,91,42.9,12,32,37.5,16,21,76.2,12,28,40,11,7,7,12,28,-13,107.1,119,-11.9,28.2,0.92,24.1,66.7,44.1,12.1,49.5,52.9,99.5,37,0
44,85,51.8,9,30,30,15,22,68.2,8,32,40,25,6,5,12,22,-8,114.3,122.4,-8.2,56.8,2.08,24.4,66.7,46.9,12.2,57.1,59.1,98,50.5,0
41,95,43.2,11,36,30.6,24,29,82.8,12,46,58,22,6,4,8,19,10,113.6,105.9,7.7,53.7,2.75,29.8,75.8,53.8,7.8,48.9,54.3,102,58.2,1
42,83,50.6,16,37,43.2,15,19,78.9,9,38,47,26,4,5,13,21,3,122.3,117.9,4.4,61.9,2,25,75,52.1,13.8,60.2,62.9,94.5,52.7,1
37,95,38.9,10,36,27.8,17,21,81,8,40,48,17,6,4,13,20,-21,94.4,111.9,-17.5,45.9,1.31,14.8,76.7,45.5,12.1,44.2,48.4,108,38.8,0
35,96,36.5,11,37,29.7,21,31,67.7,14,27,41,14,9,6,12,21,-14,103,117.2,-14.1,40,1.17,35.8,63.8,47.4,12.1,42.2,46.5,99,35.2,0
38,88,43.2,13,35,37.1,12,14,85.7,7,38,45,23,6,11,11,15,2,105.2,103.1,2.1,60.5,2.09,21.2,64.1,44.8,11.5,50.6,53.6,96,56.3,1
40,87,46,13,37,35.1,18,20,90,8,32,40,21,5,4,10,15,-11,114.4,125.8,-11.3,52.5,2.1,21.3,71.7,46.2,10.3,53.4,57.9,97,44.3,0
45,88,51.1,6,25,24,26,33,78.8,11,30,41,16,6,7,7,21,19,129.8,108.4,21.4,35.6,2.29,37,60,49.5,7.4,54.5,59.5,94.5,63.3,1
37,94,39.4,10,32,31.3,9,15,60,10,37,47,17,4,5,9,11,-24,93.9,117,-23.1,45.9,1.89,19.7,73.6,44.7,9.1,44.7,46.2,99.5,37.6,0
44,96,45.8,14,34,41.2,14,18,77.8,10,32,42,24,5,4,9,19,-6,117.2,124.5,-7.3,54.5,2.67,29.1,69.4,48.1,9.1,53.1,55.8,98.5,45.2,0
41,86,47.7,15,35,42.9,23,27,85.2,9,30,39,18,4,8,16,22,-8,118.8,126.7,-7.9,43.9,1.13,29.2,70.2,49.5,15.8,56.4,61.3,101,43.2,0
43,89,48.3,15,34,44.1,14,19,73.7,11,32,43,14,4,1,12,21,-6,119.8,127.4,-7.6,32.6,1.17,30.6,78,52.2,12.5,56.7,59.1,95.5,43.5,0
37,91,40.7,4,29,13.8,16,18,88.9,8,40,48,17,6,6,11,17,-8,93.1,103,-10,45.9,1.55,21.4,75.4,48.7,10.9,42.9,47.5,100,46.9,0
40,94,42.6,13,35,37.1,20,25,80,12,33,45,19,9,13,15,21,7,108.7,101,7.7,47.5,1.27,30.4,83.7,55.2,14.4,49.5,53.8,104.5,52,1
42,84,50,17,36,47.2,17,19,89.5,11,43,54,16,4,11,21,24,15,115.7,100,15.7,38.1,0.76,30.2,62.9,50.4,20.6,60.1,63.9,102.5,56.7,1
44,97,45.4,9,31,29,25,28,89.3,14,43,57,19,6,8,11,22,10,118.4,109.8,8.6,43.2,1.73,38.9,67.7,54.6,10.7,50,55.8,102.5,56.6,1
40,84,47.6,14,34,41.2,17,20,85,9,32,41,21,9,9,20,27,1,106.7,105.8,1,52.5,1.05,22.2,68,46.3,19.2,56,59.8,104,47.1,1
41,86,47.7,9,30,30,8,11,72.7,7,28,35,22,4,7,9,16,-15,108.8,126.7,-17.9,53.7,2.44,25.5,60.4,43.2,9.9,52.9,54.5,90.5,44.3,0
39,90,43.3,17,41,41.5,20,24,83.3,11,47,58,20,6,7,12,21,28,112.7,86.1,26.6,51.3,1.67,25,79,54.4,11.8,52.8,57.2,101.5,67.3,1
36,100,36,9,33,27.3,15,18,83.3,18,33,51,16,7,8,8,26,-12,101.1,113.7,-12.6,44.4,2,33.3,69.8,49.6,8.4,40.5,44.5,95,42.5,0
39,86,45.3,10,34,29.4,25,29,86.2,4,30,34,20,9,4,15,25,-23,104.6,127.1,-22.5,51.3,1.33,16,73.8,42.4,13.9,51.2,57.2,107.5,39.1,0
47,84,56,16,32,50,17,21,81,6,37,43,28,6,10,12,18,11,124.5,116,8.5,59.6,2.33,20.5,74.5,52.1,11.8,65.5,68.1,101,56,1
39,91,42.9,7,27,25.9,12,15,80,12,37,49,20,5,6,13,23,-20,96,118.2,-22.1,51.3,1.54,24.5,69.6,47.7,12.9,46.7,49.7,100,42.1,0
38,84,45.2,10,30,33.3,21,28,75,8,41,49,20,6,11,13,21,4,108.1,103,5.1,52.6,1.54,22.4,69.8,49.1,13.1,51.2,55.5,99.5,55.1,1
49,94,52.1,14,30,46.7,24,24,100,10,44,54,23,3,1,9,32,17,133.3,115.5,17.8,46.9,2.56,24.4,83.6,57,8.8,59.6,65,102.5,57.4,1
46,89,51.7,8,27,29.6,17,22,77.3,13,42,55,23,8,5,15,20,23,115.8,94,21.8,50,1.53,33.3,81.1,59.2,14.9,56.2,59.3,100.5,63.4,1
39,87,44.8,14,40,35,12,16,75,6,32,38,21,6,6,10,20,-6,107.2,112.2,-5,53.8,2.1,13.7,66.7,40.2,10.3,52.9,55.3,97.5,45.7,0
50,103,48.5,17,39,43.6,12,14,85.7,9,32,41,32,6,11,8,27,-8,121.7,126.9,-5.2,64,4,24.1,57.6,41.6,7.5,56.8,59.1,107,47.1,0
40,92,43.5,16,29,55.2,8,13,61.5,11,37,48,20,5,4,17,23,-11,101,111.7,-10.7,50,1.18,25.9,69.8,47.7,16.5,52.2,53.2,103,40.5,0
40,96,41.7,11,36,30.6,17,23,73.9,12,32,44,28,7,5,17,21,-24,101.9,123.4,-21.5,70,1.65,27.9,64.3,45.3,16,47.4,50.9,106.5,40.1,0
42,93,45.2,13,39,33.3,24,26,92.3,9,39,48,21,2,4,12,20,5,115.2,111.5,3.7,50,1.75,21.6,81.6,51,11.4,52.2,57.9,104.5,48,1
38,96,39.6,17,48,35.4,13,16,81.3,11,32,43,24,3,7,12,16,-8,108.2,116.3,-8.2,63.2,2,32.2,66.7,48.2,12.2,48.4,51.4,98,45.8,0
34,77,44.2,8,30,26.7,23,30,76.7,7,33,40,15,4,5,17,19,-8,101,108.1,-7.1,44.1,0.88,19.6,71.2,46.9,17.3,49.4,54.9,98.5,44.1,0
45,104,43.3,12,36,33.3,22,28,78.6,16,45,61,19,10,9,17,22,11,109.7,101.8,7.9,42.2,1.12,35.9,70.1,53.4,15,49,53.3,101.43,57,1
40,97,41.2,11,30,36.7,24,25,96,13,35,48,11,3,9,11,24,-4,115,119,-4,27.5,1,35.1,63.5,50,11,46.9,53.2,100,47.8,0
39,104,37.5,11,39,28.2,12,16,75,17,34,51,18,7,4,14,27,-6,97.1,101.9,-4.8,46.2,1.29,30.3,64.8,45.8,13.5,42.8,45.5,104.5,36.9,0
47,105,44.8,13,40,32.5,11,14,78.6,16,28,44,16,5,6,6,23,-9,118,127,-9,34,2.67,32.2,68.2,47.6,6,51,53.1,100,40.4,0
45,78,57.7,19,34,55.9,19,25,76,4,32,36,21,7,4,18,21,-1,121.9,121.7,0.2,46.7,1.17,10.8,66.7,44,17.1,69.9,71.9,105.5,46.6,0
34,86,39.5,17,35,48.6,17,24,70.8,9,40,49,19,9,8,19,30,3,95.3,93.4,1.9,55.9,1,21.4,71.4,46.4,17.8,49.4,52.8,106.5,49.3,1
39,100,39,10,33,30.3,22,27,81.5,9,40,49,19,4,8,10,27,-3,100,104.6,-4.6,48.7,1.9,25.8,82,50.9,9.1,44,49.2,109,42.8,0
45,87,51.7,9,22,40.9,22,26,84.6,7,41,48,13,6,4,16,30,2,113.1,110.2,2.9,28.9,0.81,22.2,69.8,50,15,56.9,61.5,107.5,50,1
46,85,54.1,11,30,36.7,19,22,86.4,5,35,40,23,8,5,16,23,10,117.3,105.7,11.6,50,1.44,19,74.5,49.5,15.4,60.6,64.4,105,58.5,1
36,87,41.4,7,28,25,21,23,91.3,13,35,48,13,9,4,20,25,-8,98,104.9,-6.8,36.1,0.65,31.4,74,52.5,19.6,45.4,51.5,102.5,43,0
54,95,56.8,21,47,44.7,7,12,58.3,9,35,44,37,12,2,15,15,14,128.3,115.1,13.2,68.5,2.47,25,67.3,47.9,14.2,67.9,67.8,106,58.1,1
43,88,48.9,11,26,42.3,15,16,93.8,14,31,45,27,4,6,21,22,6,109.8,103.9,5.9,62.8,1.29,34.8,78.6,55.7,20.6,55.1,58.9,102,50.7,1
41,87,47.1,10,37,27,20,23,87,5,36,41,29,9,2,18,22,-17,101.8,116.2,-14.4,70.7,1.61,12.8,78.4,46.9,16.4,52.9,57.7,110.5,45.9,0
38,89,42.7,12,40,30,18,24,75,13,37,50,19,3,4,15,26,-13,105,116.7,-11.7,50,1.27,27.8,80,52.9,14.9,49.4,53.2,101.5,40.3,0
50,93,53.8,16,33,48.5,24,33,72.7,13,26,39,26,11,3,8,20,15,137.3,123.8,13.5,52,3.25,37,78.4,55.4,7.8,62.4,65.1,101.5,55.5,1
43,104,41.3,16,43,37.2,8,12,66.7,8,39,47,26,8,3,11,37,-4,100.9,107.5,-6.6,60.5,2.36,27,65.1,46,10.1,49,50.3,97.36,46.3,0
45,91,49.5,8,28,28.6,18,22,81.8,9,30,39,30,10,0,15,28,-16,111.5,125.7,-14.2,66.7,2,25,72.1,47.3,14.4,53.8,57.6,104.5,43.6,0
46,95,48.4,12,38,31.6,16,20,80,8,34,42,22,11,2,18,25,-9,111.1,120.6,-9.4,47.8,1.22,30.6,77.8,53.2,16.7,54.7,57.8,107.5,43,0
42,90,46.7,8,31,25.8,21,23,91.3,10,40,50,24,5,7,11,22,-5,111.9,119.2,-7.3,57.1,2.18,24,89.1,55.2,10.9,51.1,56.4,100,49.1,0
