FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE,W/L
41,85,48.2,21,39,53.8,20,23,87,11,36,47,30,9,3,15,23,12,124.2,111,13.2,73.2,2,28.9,73.1,52.6,15.2,60.6,64.7,99.5,55.4,1
42,79,53.2,11,29,37.9,13,18,72.2,4,33,37,23,7,4,18,21,-17,106.9,125,-18.1,54.8,1.28,17.9,68,46.1,17.8,60.1,62.1,100.5,45.4,0
50,89,56.2,13,29,44.8,20,24,83.3,8,34,42,23,13,2,15,24,7,124.3,116.7,7.6,46,1.53,24.4,90.2,57.3,14,63.5,66.8,107.5,52.2,1
37,91,40.7,9,35,25.7,23,26,88.5,17,34,51,18,8,7,11,20,6,110.4,104.2,6.3,48.6,1.64,35.2,74,53.8,11.5,45.6,51.7,96,55,1
38,91,41.8,11,38,28.9,17,21,81,8,39,47,24,11,3,9,16,3,103,98.1,4.9,63.2,2.67,16.1,72.7,44.1,8.9,47.8,51.9,102,51,1
41,91,45.1,12,35,34.3,14,14,100,12,33,45,30,6,2,15,33,-4,112.5,115.5,-3,73.2,2,32,76,54,15.6,51.6,55.6,96.5,48.9,0
40,76,52.6,13,30,43.3,19,34,55.9,2,38,40,25,7,4,10,23,18,112,95.9,16.1,62.5,2.5,16.7,80.9,50.6,10,61.2,61.6,99,61,1
40,89,44.9,12,31,38.7,20,26,76.9,11,37,48,25,11,4,13,24,9,105.7,98.1,7.6,62.5,1.92,24,71.7,48.5,12.3,51.7,55.8,105.5,57.6,1
42,83,50.6,19,39,48.7,26,36,72.2,3,24,27,22,9,2,10,21,4,120.6,116.8,3.7,52.4,2.2,8.7,65.9,36.7,9.3,62,65.3,107,49.4,1
41,99,41.4,12,39,30.8,17,22,77.3,10,30,40,26,7,2,5,16,-19,112.1,128.7,-16.6,63.4,5.2,24.6,79.5,46,5.1,47.5,51.1,100,40.2,0
42,101,41.6,14,43,32.6,13,18,72.2,10,39,49,23,6,5,13,22,-12,101.8,113.9,-12.1,54.8,1.77,22.2,77.8,47.9,11.9,48.5,51,108.5,41.9,0
45,86,52.3,19,35,54.3,13,20,65,8,31,39,25,6,2,11,16,20,129.8,107.4,22.4,55.6,2.27,22.2,76.7,48.9,11.7,63.4,64.3,94.5,56.2,1
40,82,48.8,19,44,43.2,6,12,50,6,30,36,29,8,3,14,24,8,110.5,102.1,8.4,72.5,2.07,18.2,67.4,43.3,14.7,60.4,60.2,95,53.4,1
38,75,50.7,14,27,51.9,23,31,74.2,7,27,34,26,7,7,17,20,4,117.7,112.4,5.3,68.4,1.53,25.6,64,46.2,17.7,60,63.7,96.5,51.6,1
39,91,42.9,14,44,31.8,21,26,80.8,13,31,44,21,5,4,16,24,-16,111.9,127.7,-15.8,53.8,1.31,32.7,69.6,49.5,15.8,50.5,55.2,101,38.4,0
44,88,50,21,41,51.2,15,18,83.3,11,36,47,27,11,8,12,21,21,124,105.1,18.9,61.4,2.25,27.3,69.5,51.5,12,61.9,64.6,99,63.1,1
42,91,46.2,9,39,23.1,7,11,63.6,11,28,39,22,6,2,14,22,-20,105.3,125,-19.7,52.4,1.57,28.8,64.4,45.4,14.7,51.1,52.2,95.5,36.8,0
44,88,50,18,40,45,27,34,79.4,9,35,44,27,6,8,16,27,4,122,116.2,5.8,61.4,1.69,20.8,66.7,45.1,14.7,60.2,64.6,99.62,53.3,1
35,81,43.2,10,32,31.3,18,21,85.7,7,35,42,24,8,8,14,20,17,103.2,85.3,17.9,68.6,1.71,21.3,73.5,47.9,14.7,49.4,54.3,95,60.7,1
42,98,42.9,10,35,28.6,12,23,52.2,12,33,45,23,10,1,11,28,-21,100,119.8,-19.8,54.8,2.09,25,89.2,49.5,10.4,48,49,106,36.4,0
44,106,41.5,13,51,25.5,12,15,80,16,33,49,27,11,3,15,21,-5,104.6,110.3,-5.7,61.4,1.8,34.4,81.4,53.3,13.9,47.6,50.2,97.36,46.1,0
42,86,48.8,10,26,38.5,7,12,58.3,7,30,37,20,3,3,10,23,-22,105.2,128.1,-22.9,47.6,2,15.6,72.1,43.2,10.4,54.7,55.3,96,37,0
50,96,52.1,12,33,36.4,11,20,55,11,31,42,28,5,0,8,22,-4,121.8,127,-5.2,56,3.5,26,70.2,47.4,7.9,58.3,58.7,100.5,47.6,0
45,87,51.7,12,31,38.7,10,11,90.9,4,40,44,25,6,4,12,21,-2,113.1,116.3,-3.2,55.6,2.08,16.3,74.5,49,12.1,58.6,61,98.5,52,0
44,96,45.8,10,35,28.6,8,10,80,6,39,45,26,8,3,16,24,-21,96.4,114.4,-18.1,59.1,1.63,13.5,82,47.1,14.5,51,52.8,110.5,39.1,0
37,84,44,15,36,41.7,25,28,89.3,8,33,41,18,8,1,16,22,11,112.9,102,10.9,48.6,1.13,27.1,83.3,53.3,15.8,53,59.2,101,52.2,1
39,81,48.1,15,30,50,18,23,78.3,6,37,43,27,10,3,23,23,13,103.7,89.9,13.8,69.2,1.17,14,72.2,46.4,21.5,57.4,60.9,108,56.3,1
38,85,44.7,12,21,57.1,27,36,75,14,37,51,20,9,3,21,24,-2,107.5,109.3,-1.9,52.6,0.95,30.8,75,52.9,19.6,51.8,57,107,46.9,0
44,90,48.9,14,34,41.2,26,31,83.9,7,34,41,26,9,8,13,24,5,118.5,113.9,4.6,59.1,2,25,72.9,49,12,56.7,61.8,108,52.6,1
33,80,41.3,8,28,28.6,13,19,68.4,11,30,41,20,8,5,16,23,-18,92.6,112.9,-20.4,60.6,1.25,25.5,65.4,45.6,17,46.3,49.2,93.5,38.4,0
45,85,52.9,13,34,38.2,12,17,70.6,9,26,35,32,5,4,14,26,-5,119.8,125,-5.2,71.1,2.29,31.7,65.9,48.8,14.6,60.6,62.2,96,47.3,0
41,84,48.8,12,31,38.7,16,24,66.7,7,29,36,19,3,4,12,16,-2,113.4,114.3,-0.9,46.3,1.58,23.9,73.8,47.7,12.4,56,58.2,97.5,44,0
37,107,34.6,9,39,23.1,21,25,84,16,51,67,20,8,8,12,23,-1,90.4,90.5,-0.1,54.1,1.67,26.4,75,50.7,10.4,38.8,44.1,95.59,49.9,0
41,87,47.1,7,30,23.3,15,23,65.2,11,38,49,20,4,4,19,24,-9,102,109.7,-7.7,48.8,1.05,30.6,84,57.6,18.6,51.1,53.5,102.5,44.7,0
43,100,43,11,36,30.6,18,24,75,18,33,51,22,10,3,13,23,-4,111.7,115.5,-3.9,51.2,1.69,37.3,78.3,55.2,12.6,48.5,52,103,42.5,0
41,91,45.1,10,32,31.3,13,15,86.7,13,28,41,25,4,6,12,15,-14,109.4,122.7,-13.3,61,2.08,29.4,81,52.7,12.5,50.5,53.8,96.5,41.8,0
38,91,41.8,14,39,35.9,12,13,92.3,10,23,33,23,10,5,10,22,-8,109.7,119.6,-9.9,60.5,2.3,28.3,55.3,41,10.8,49.5,52.7,92.5,44,0
38,63,60.3,10,22,45.5,14,16,87.5,4,34,38,27,9,3,29,20,21,106.4,83.2,23.2,71.1,0.93,20,77.1,57.5,30.9,68.3,71.4,94.5,66.1,1
39,83,47,17,39,43.6,6,8,75,8,33,41,19,0,3,14,18,-2,109.8,113.2,-3.4,48.7,1.36,21.7,66.7,46,15.2,57.2,58.4,91.5,46,0
39,88,44.3,10,31,32.3,6,10,60,6,35,41,12,8,3,16,21,1,96.9,95.9,1,30.8,0.75,26,79.2,52,16.5,50,50.9,97,43.2,1
40,88,45.5,20,45,44.4,19,22,86.4,9,28,37,24,14,5,10,17,1,119,118,1,60,2.4,17.6,65.9,40,10,56.8,60.9,100,51,1
44,85,51.8,13,34,38.2,9,11,81.8,7,28,35,24,7,1,11,16,4,123.6,116.5,7.1,54.5,2.18,26.2,66.7,47.1,12.4,59.4,61.2,90,51.1,1
40,102,39.2,9,34,26.5,15,18,83.3,16,36,52,19,10,3,15,20,-1,99,100,-1,47.5,1.27,35.9,71.9,52.9,14.3,43.6,47.3,95.09,45,0
44,95,46.3,11,34,32.4,17,23,73.9,13,31,44,26,7,7,10,17,-11,116,124.5,-8.5,59.1,2.6,25.5,79.5,47.9,10,52.1,55.2,101,44,0
40,83,48.2,9,33,27.3,17,20,85,10,31,41,22,7,5,18,26,-7,106,114.1,-8.1,55,1.22,28.9,81,54,18,53.6,57.7,99.5,47.7,0
37,96,38.5,8,33,24.2,18,21,85.7,13,37,50,22,12,4,16,23,3,99,94.2,4.8,59.5,1.38,31.7,75,52.6,15.8,42.7,47.5,92.38,49.2,1
39,95,41.1,9,34,26.5,4,9,44.4,8,34,42,22,9,3,11,19,-6,91.9,98,-6.1,56.4,2,20.7,79.5,46.1,11.1,45.8,46,99,41,0
37,79,46.8,18,47,38.3,10,15,66.7,8,28,36,28,3,8,17,18,-1,112.1,114.4,-2.4,75.7,1.65,33.3,61.7,47.8,18.7,58.2,59.6,90.5,49.3,0
39,81,48.1,11,31,35.5,24,28,85.7,6,33,39,22,9,5,14,17,7,111.9,105,6.9,56.4,1.57,20.5,70.6,47.4,13.9,54.9,60.5,101,54.8,1
39,86,45.3,4,26,15.4,15,19,78.9,7,26,33,26,8,2,16,25,-19,96,116,-20,66.7,1.63,22,66.7,42.4,15.8,47.7,51.4,100.5,39.8,0
42,79,53.2,13,31,41.9,23,25,92,8,35,43,28,7,7,19,26,4,117.6,113.7,3.9,66.7,1.47,24.3,68.5,50.5,18.6,61.4,66.7,102,54.2,1
38,89,42.7,14,35,40,10,12,83.3,10,35,45,22,8,7,12,24,1,104.2,103.1,1,57.9,1.83,24.5,74,48.5,12.5,50.6,53,96,47.2,1
36,82,43.9,16,39,41,9,9,100,10,33,43,24,7,0,18,22,-2,104.3,105.3,-1,66.7,1.33,23.9,75,50,19.4,53.7,56.4,93.5,46.8,0
38,86,44.2,11,32,34.4,20,26,76.9,11,35,46,24,9,5,14,25,8,108.1,101,7.1,63.2,1.71,28.8,80.4,53.1,14.1,50.6,54.9,98.5,55.9,1
42,76,55.3,18,31,58.1,19,22,86.4,9,27,36,27,7,7,15,19,12,131.5,118.5,13,64.3,1.8,28.6,63.6,48.1,16.3,67.1,70.6,92,56.3,1
42,95,44.2,20,44,45.5,16,21,76.2,12,31,43,23,8,7,14,23,-4,117.6,120.4,-2.7,54.8,1.64,29.8,86.5,52.1,13.7,54.7,57.6,102.5,43.4,0
41,85,48.2,15,39,38.5,16,25,64,10,40,50,25,7,5,14,29,21,116.5,94.8,21.6,61,1.79,31.3,77.4,55.4,14.4,57.1,58.9,97,62.9,1
41,84,48.8,8,29,27.6,12,17,70.6,11,27,38,15,8,3,17,23,1,108.5,105.2,3.3,36.6,0.88,28.3,75,50,18.1,53.6,55.7,95,45.1,1
44,96,45.8,14,46,30.4,9,12,75,10,29,39,26,11,5,15,19,-7,108.8,115.7,-6.9,59.1,1.73,28.3,73.8,48.4,14.7,53.1,54.8,102,44.6,0
36,91,39.6,12,37,32.4,10,16,62.5,15,33,48,25,6,8,13,21,-7,102.2,108.6,-6.4,69.4,1.92,33.3,54,43.9,14.1,46.2,47.9,92.5,47.9,0
30,81,37,7,26,26.9,14,17,82.4,6,25,31,16,5,3,18,19,-32,82.7,115.3,-32.7,53.3,0.89,19.2,78.4,43.8,18.4,41.4,45.8,98,27.4,0
37,87,42.5,15,37,40.5,23,27,85.2,13,30,43,17,10,2,17,26,-10,105.7,117.3,-11.6,45.9,1,25.5,81,50.5,16,51.1,56.6,105,41.5,0
34,87,39.1,10,29,34.5,17,26,65.4,12,35,47,17,5,5,27,24,-29,88,112.7,-24.8,50,0.63,28.8,74,49.5,25,44.8,48.3,109,28.2,0
39,79,49.4,10,20,50,24,36,66.7,9,35,44,24,4,8,15,20,-6,112,116.8,-4.8,61.5,1.6,23.4,70.4,48.5,15,55.7,59,100.5,48.5,0
46,93,49.5,13,32,40.6,18,20,90,9,50,59,28,10,5,22,20,18,107.9,92.1,15.8,60.9,1.27,24.5,90.9,59.6,19.3,56.5,60.4,114,60.9,1
40,89,44.9,11,28,39.3,31,32,96.9,15,36,51,22,12,6,17,27,9,111.9,105.6,6.3,55,1.29,34.7,66.1,51.4,15.6,51.1,59.2,108,55.9,1
45,89,50.6,9,22,40.9,20,26,76.9,8,39,47,27,10,5,13,18,8,113.3,105.7,7.6,60,2.08,20.4,75.4,50,12.4,55.6,59.2,105,55.4,1
46,93,49.5,11,30,36.7,23,27,85.2,10,25,35,29,10,5,9,20,-6,124.8,132,-7.2,63,3.22,32.7,65.1,47.8,8.9,55.4,60.1,100.5,47.2,0
46,93,49.5,12,26,46.2,26,29,89.7,13,31,44,21,7,6,14,23,-2,125,126.9,-1.9,45.7,1.5,36.2,75,54.9,13.5,55.9,61.5,104,49.2,0
36,86,41.9,12,29,41.4,24,33,72.7,12,37,49,22,5,6,17,20,2,102.9,101.9,0.9,61.1,1.29,27.8,86.5,56.6,16.2,48.8,53.7,104.5,49.7,1
48,90,53.3,11,25,44,22,27,81.5,9,33,42,32,6,4,15,17,9,120.6,111.1,9.4,66.7,2.13,22.2,69.4,46.8,14,59.4,63.3,107.5,57,1
46,89,51.7,15,32,46.9,12,15,80,6,34,40,32,11,10,12,15,10,120.2,109,11.2,69.6,2.67,19.6,74.5,48.5,12.1,60.1,62.2,99.5,58.2,1
43,98,43.9,10,26,38.5,33,36,91.7,6,38,44,20,15,6,9,34,-3,110.3,110.9,-0.7,46.5,2.22,14,71.4,42.5,7.7,49,56.7,106.87,48.9,0
43,92,46.7,10,34,29.4,24,27,88.9,2,36,38,25,3,5,6,20,-19,112.1,128.7,-16.6,58.1,4.17,8,75.5,41.4,5.6,52.2,57.8,107.5,44.5,0
38,80,47.5,11,32,34.4,17,20,85,6,27,33,25,12,5,10,16,1,113,113.2,-0.1,65.8,2.5,20.9,63,42.7,10.9,54.4,58.6,91.5,53,1
40,77,51.9,16,32,50,15,19,78.9,3,30,33,21,6,5,15,19,-5,116.8,122.1,-5.3,52.5,1.4,12.8,78,46.3,15.8,62.3,65,95,46.5,0
44,84,52.4,14,31,45.2,12,16,75,4,27,31,28,11,5,17,20,1,111.8,111.9,-0.1,63.6,1.65,19.5,70.2,46.6,16.7,60.7,62.6,101.5,50,1
39,92,42.4,11,33,33.3,14,19,73.7,13,42,55,22,8,7,16,21,-6,98.1,103.8,-5.7,56.4,1.38,27.3,78.6,53.2,15.2,48.4,51.3,105,48.9,0
38,103,36.9,11,38,28.9,16,19,84.2,14,29,43,27,5,1,9,23,-28,97.2,122.4,-25.3,71.1,3,22.7,81.6,44.2,8.5,42.2,46.2,106.5,32.2,0
40,91,44,10,20,50,23,26,88.5,7,41,48,22,12,7,7,20,9,111.9,101,10.9,55,3.14,17.3,82,49,6.9,49.5,55.2,102,54.8,1
41,84,48.8,7,25,28,25,27,92.6,7,39,46,20,9,7,12,19,8,112.9,107.1,5.8,48.8,1.67,27.9,81.6,56.5,11.9,53,59.4,100,59.2,1
41,85,48.2,16,32,50,22,25,88,9,27,36,33,7,1,10,17,-7,127.7,136.6,-8.9,80.5,3.3,30.4,75.7,50.6,10.6,57.6,62.5,93.5,46.3,0
41,81,50.6,7,24,29.2,13,18,72.2,8,33,41,23,7,4,15,22,-20,107.4,129.8,-22.4,56.1,1.53,23.3,77.8,51.1,15.8,54.9,57.4,94.5,43.8,0
41,92,44.6,10,28,35.7,25,28,89.3,8,31,39,25,9,3,4,10,-8,119.4,126.3,-6.9,61,6.25,18.9,73.3,43.9,4.1,50,56.1,98.5,48.6,0
40,91,44,13,27,48.1,9,15,60,7,21,28,21,6,2,6,16,-27,105.2,133,-27.8,52.5,3.5,14.5,62.5,34.7,6.2,51.1,52.3,97,34.4,0
40,95,42.1,12,37,32.4,13,16,81.3,6,40,46,21,5,9,8,20,-3,102.9,104.9,-1.9,52.5,2.63,16.1,89.4,49.5,7.8,48.4,51.5,102.5,46,0
45,87,51.7,10,28,35.7,14,21,66.7,7,37,44,27,13,2,12,14,24,117.5,92.8,24.7,60,2.25,24.4,77.6,52.1,12.4,57.5,59.2,97,61.2,1
46,82,56.1,8,31,25.8,27,30,90,4,31,35,23,5,2,9,27,7,127,116.5,10.5,50,2.56,13.5,62.3,42.2,9,61,66.7,101.5,57.9,1
38,82,46.3,10,25,40,23,34,67.6,12,35,47,21,2,6,12,12,-1,112.4,113.4,-1,55.3,1.75,29.4,69.8,50,12.4,52.4,56.2,97,49,0
34,82,41.5,16,37,43.2,22,24,91.7,7,41,48,27,5,8,17,15,-4,106,110,-4,79.4,1.59,20.4,72.9,49.1,17,51.2,57.3,100,50.1,0
33,78,42.3,5,25,20,28,33,84.8,10,33,43,19,9,8,14,22,-4,103.1,108.4,-5.3,57.6,1.36,28.3,72.9,51.1,14.6,45.5,53.5,95.5,50,0
45,89,50.6,11,27,40.7,20,25,80,9,35,44,17,7,4,11,23,4,116.3,113.6,2.8,37.8,1.55,23.4,80.9,52.1,10.6,56.7,60.5,103.5,50.7,1
43,87,49.4,17,31,54.8,17,22,77.3,6,25,31,30,12,7,9,23,2,122.4,120.4,2,69.8,3.33,22.2,71.8,45.2,9.2,59.2,62.1,98,50,1
36,85,42.4,12,33,36.4,23,24,95.8,9,34,43,27,5,4,11,18,5,113.8,109.7,4.2,75,2.45,24,73.5,48.5,11.7,49.4,56,93.5,51,1
45,98,45.9,8,29,27.6,22,23,95.7,14,34,48,28,12,6,15,27,-1,113.2,115.2,-2,62.2,1.87,31.5,79.1,52.6,14.2,50,55.5,105.5,49.8,0
39,89,43.8,10,33,30.3,12,15,80,6,35,41,22,8,4,8,17,-6,106.4,110.4,-4,56.4,2.75,15.4,75.5,44.6,8.5,49.4,52.3,95,46.3,0
38,87,43.7,7,32,21.9,22,30,73.3,9,42,51,24,6,5,11,11,1,104,104,0,63.2,2.18,21.2,77.2,50.5,10.9,47.7,52.4,100.5,54,1
42,87,48.3,17,40,42.5,20,23,87,5,32,37,29,3,6,11,17,-13,118.6,132.7,-14,69,2.64,17,70.8,44.2,10.8,58,62.3,101.5,43.9,0
48,87,55.2,9,29,31,24,26,92.3,8,41,49,28,9,6,15,25,15,122.9,108.6,14.3,58.3,1.87,20,74.5,51.6,14.3,60.3,65.5,105,58.8,1
45,88,51.1,19,35,54.3,17,19,89.5,10,44,54,23,4,2,13,16,22,129.9,106.1,23.8,51.1,1.77,27.9,78.9,57,13.4,61.9,65.4,97.5,59.6,1
38,92,41.3,11,32,34.4,31,34,91.2,11,39,50,20,7,0,8,20,-9,113.5,119.8,-6.3,52.6,2.5,21.8,84.3,51.9,7.7,47.3,55.2,105,46.4,0
40,92,43.5,13,31,41.9,10,12,83.3,14,31,45,22,1,8,9,22,-6,113.2,117.2,-4,55,2.44,30.2,71.4,50,9.9,50.5,52.9,92,43.7,0
45,96,46.9,14,31,45.2,13,17,76.5,10,43,53,30,6,6,10,18,4,115.8,110.8,5.1,66.7,3,28.3,78.6,54.1,9.9,54.2,56.5,91.92,52,1
53,93,57,18,35,51.4,12,15,80,7,44,51,30,8,7,11,20,27,133.3,106.9,26.5,56.6,2.73,19,78,53.5,10.8,66.7,68.3,102,63.6,1
40,83,48.2,8,29,27.6,10,15,66.7,5,40,45,18,9,7,13,16,-4,99,102,-3,45,1.38,10.9,74.5,45.5,13.1,53,54.7,99.5,49.5,0
60,89,67.4,15,24,62.5,10,14,71.4,4,42,46,36,9,4,12,14,30,138.1,110.6,27.5,60,3,16.7,78.2,56.5,11.4,75.8,76.2,104.5,66.2,1
42,82,51.2,10,28,35.7,15,19,78.9,4,32,36,24,5,8,18,20,-25,103.8,128.8,-25,57.1,1.33,17.1,70.2,45.5,17.1,57.3,60.3,104.5,41.3,0
43,96,44.8,13,33,39.4,19,23,82.6,13,34,47,26,10,8,11,19,13,112.4,99.1,13.3,60.5,2.36,25.5,79.2,50.5,10.5,51.6,55.6,105.5,56.3,1
39,91,42.9,12,33,36.4,17,20,85,8,45,53,23,5,4,18,22,-2,98.2,98.2,0,59,1.28,18.2,74.2,47.9,16.5,49.5,53.6,110,49.5,0
44,106,41.5,8,30,26.7,25,34,73.5,10,52,62,23,6,9,11,22,2,103.4,101.7,1.7,52.3,2.09,20.6,83.9,50.8,9.4,45.3,50,105.96,48.9,1
42,86,48.8,5,16,31.3,20,25,80,2,34,36,19,11,7,12,21,-8,99.1,108.3,-9.2,45.2,1.58,10.6,72.7,44.1,10.9,51.7,56.2,98.72,50.9,0
41,96,42.7,11,32,34.4,12,17,70.6,13,39,52,25,10,5,16,16,1,100,99,1,61,1.56,28.1,64.1,47.1,15.2,48.4,50.7,95.09,55,1
50,106,47.2,13,30,43.3,22,32,68.8,12,44,56,35,10,8,21,27,2,109.8,107.3,2.5,70,1.67,30.6,67.6,50.4,17.1,53.3,56.2,102.21,53.9,1
36,88,40.9,7,26,26.9,19,22,86.4,7,24,31,20,11,6,8,15,-34,97,133.3,-36.3,55.6,2.5,17.3,66.7,38.5,7.9,44.9,50.2,100,36,0
40,93,43,14,36,38.9,13,14,92.9,8,40,48,28,8,8,11,15,10,104.9,95.1,9.8,70,2.55,18.9,76.8,48.6,10.8,50.5,54,102,56.9,1
41,97,42.3,5,29,17.2,14,17,82.4,8,38,46,25,4,8,6,18,-12,101,110.8,-9.8,61,4.17,15.5,80,45.4,6,44.8,48.3,101,45,0
41,88,46.6,10,25,40,12,15,80,9,32,41,23,4,5,13,22,-10,113,121.3,-8.2,56.1,1.77,31.3,71.4,51.5,14.1,52.3,55,93,43.8,0
40,75,53.3,12,23,52.2,19,28,67.9,9,38,47,26,7,3,22,17,7,109.9,103,6.9,65,1.18,24.4,80,56.3,21.8,61.3,63.6,101,54.5,1
43,85,50.6,6,18,33.3,12,16,75,3,29,32,21,6,3,11,15,-11,105.1,116.2,-11.1,48.8,1.91,11.1,66,39.1,11.1,54.1,56.5,99,43.9,0
49,93,52.7,12,32,37.5,22,29,75.9,12,29,41,32,8,8,12,13,-6,123.4,131.4,-8.1,65.3,2.67,29.8,75,50.6,11.2,59.1,62.4,106,49.5,0
44,96,45.8,8,24,33.3,14,16,87.5,17,31,48,18,6,2,10,18,-7,113.4,120.6,-7.2,40.9,1.8,34.6,73.9,53.1,10.3,50,53.4,97,46.6,0
41,88,46.6,5,18,27.8,29,34,85.3,7,36,43,25,8,7,10,17,-5,111.5,115.2,-3.7,61,2.5,18.4,78.4,49,9.6,49.4,56.3,104.5,52,0
45,89,50.6,13,26,50,6,10,60,8,33,41,23,8,8,11,25,-2,114.7,116.8,-2.1,51.1,2.09,22.2,66.7,46.5,11.6,57.9,58.4,95,48.9,0
44,90,48.9,3,17,17.6,23,29,79.3,10,34,44,24,4,4,12,23,-15,110.7,126.5,-15.8,54.5,2,22,70,46,11.7,50.6,55.5,102.5,43.7,0
42,90,46.7,12,30,40,13,17,76.5,7,35,42,29,4,4,14,17,-4,110.1,113,-2.9,69,2.07,22,78.3,49,14.1,53.3,55.9,99.5,46,0
39,99,39.4,14,30,46.7,23,30,76.7,21,36,57,24,1,8,15,22,-20,108.5,128.6,-20.1,61.5,1.6,36.5,81.6,56.3,14.2,46.5,51.2,105.5,38.9,0
51,94,54.3,9,20,45,10,11,90.9,12,35,47,32,5,3,13,21,9,123.5,114.3,9.2,62.7,2.46,34.9,85.7,60,13.3,59,61.2,98,54.1,1
38,91,41.8,8,33,24.2,16,23,69.6,11,30,41,18,9,8,15,17,-8,98,104.9,-6.8,47.4,1.2,26.3,68.8,45.7,14.7,46.2,49.4,102.5,44,0
33,83,39.8,6,25,24,24,29,82.8,8,39,47,23,11,4,18,18,-7,93.2,98.1,-4.9,69.7,1.28,21.2,80.4,50.5,17.5,43.4,50.1,104,48.7,0
44,93,47.3,13,35,37.1,26,30,86.7,16,36,52,23,4,2,11,19,17,128.3,111.1,17.2,52.3,2.09,34.6,82.6,57.1,11.1,54.3,59.8,99,54.8,1
36,80,45,7,21,33.3,18,27,66.7,9,40,49,15,6,5,19,28,-6,96,102,-5.9,41.7,0.79,25,73.7,51.4,18.8,49.4,52.8,101,46.1,0
41,85,48.2,7,22,31.8,24,32,75,7,43,50,25,5,9,18,19,3,104.6,100,4.6,61,1.39,18,74.2,49.1,16.7,52.4,57,109,57.2,1
50,108,46.3,10,28,35.7,14,17,82.4,21,32,53,29,6,7,9,19,2,124,123.2,0.8,58,3.22,43.1,68.6,55,9,50.9,53.7,99.5,50.2,1
42,83,50.6,7,21,33.3,29,36,80.6,10,41,51,22,6,5,21,18,9,110.1,100.9,9.2,52.4,1.05,22.2,86.3,56.3,19.3,54.8,60.7,109.5,55.7,1
45,90,50,18,35,51.4,9,14,64.3,13,38,51,27,8,5,19,24,8,117,109,8,60,1.42,34,75.5,55.3,19,60,60.8,100,50.7,1
40,90,44.4,18,43,41.9,27,40,67.5,11,36,47,28,8,7,12,23,4,119,115.2,3.8,70,2.33,27.3,79.2,51.5,11.4,54.4,58.1,105,50.3,1
42,97,43.3,12,40,30,18,26,69.2,16,39,55,24,11,6,14,27,8,108.6,99.1,9.5,57.1,1.71,30.5,73.2,51.3,13.3,49.5,52.6,106,53.8,1
34,71,47.9,15,39,38.5,25,33,75.8,5,35,40,25,17,7,26,23,9,100.9,92.5,8.4,73.5,0.96,14.6,73.7,49,24.3,58.5,63.1,107,59,1
38,89,42.7,10,38,26.3,14,17,82.4,9,39,48,20,8,7,18,18,-22,94.3,117.3,-23,52.6,1.11,18.5,76.5,46.7,17,48.3,51.8,105,42.4,0
38,78,48.7,12,33,36.4,21,30,70,3,41,44,25,6,2,15,21,10,104.8,96.1,8.7,65.8,1.67,11.6,81.8,51,14.4,56.4,59.8,103.5,56.8,1
29,67,43.3,16,32,50,33,36,91.7,3,36,39,19,6,3,21,19,4,108.1,103,5.1,65.5,0.9,15.4,76.5,50,21.2,55.2,64.6,99.5,49.5,1
35,84,41.7,14,34,41.2,23,26,88.5,7,44,51,24,7,5,18,28,15,102.9,89.3,13.6,68.6,1.33,24,78.9,53.3,17.3,50,56.1,103.5,62.5,1
36,83,43.4,13,36,36.1,16,18,88.9,14,39,53,22,9,2,20,14,9,106.3,95.8,10.5,61.1,1.1,35.4,84.3,60.6,21.1,51.2,55.5,95.5,55.8,1
39,82,47.6,19,48,39.6,21,27,77.8,2,34,36,27,10,3,9,22,5,119.2,111.9,7.3,69.2,3,10.9,76,44.8,9.1,59.1,62.8,100,50.9,1
40,84,47.6,13,41,31.7,28,31,90.3,3,36,39,28,10,3,12,24,8,113.1,107.6,5.5,70,2.33,13,63.3,41.5,11.2,55.4,62,106,54.6,1
40,86,46.5,14,34,41.2,29,35,82.9,9,38,47,17,9,5,15,25,9,113.9,106.5,7.3,42.5,1.13,25,81.6,53.6,13.9,54.7,60.7,107.5,51.8,1
41,89,46.1,10,38,26.3,26,29,89.7,8,28,36,24,9,4,12,24,-15,114.6,129.1,-14.6,58.5,2,27.1,75.6,49.4,11.7,51.7,58,103,42.6,0
33,95,34.7,10,43,23.3,20,29,69,14,31,45,19,11,3,5,25,-3,100,104.2,-4.2,57.6,3.8,27.9,70.8,45.7,5.2,40,44.5,95.5,41.6,0
32,91,35.2,18,52,34.6,15,21,71.4,9,34,43,21,4,5,17,26,-11,94.2,104.9,-10.7,65.6,1.24,23,75.5,47.4,16.5,45.1,48.4,103,34.6,0
47,92,51.1,17,44,38.6,16,18,88.9,10,47,57,32,9,10,17,21,46,123.3,78.6,44.7,68.1,1.88,35.6,72.7,57.7,16.5,60.3,63.6,103,76.1,1
42,80,52.5,14,37,37.8,20,22,90.9,7,41,48,24,7,13,25,20,17,111.3,96.2,15.1,57.1,0.96,33.3,76.8,58.9,23.6,61.3,65.8,105.5,60.7,1
